Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,Reporting.Authority,Access,City.wide.emissions.inventory,Accounting.year,Administrative.city.boundary,Inventory.boundary..compared.to.Administrative.city.boundary.,Primary.Protocol,Primary.Protocol.Comment,Common.Reporting.Framework.inventory.format..GPC.,Gases.Included,Direct.emissions..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Direct.emissions..metric.tonnes.CO2e..for.Total.emissions..excluding.generation.of.grid.supplied.energy.,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Generation.of.grid.supplied.energy,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,TOTAL.Scope.1.Emissions..metric.tonnes.CO2e.,TOTAL.Scope.2.emissions..metric.tonnes.CO2e.,TOTAL.Scope.3.Emissions,TOTAL.BASIC.Emissions..GPC.,TOTAL.BASIC+Emissions..GPC.,Change.in.emissions,Primary.reason.for.the.change.in.emissions,Land.area..in.square.km.,Population,Population.Year,City.Location,Last.update.
2021,44185,Suwon City,Suwon,Republic of Korea,East Asia,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),We report emissions using CIRIS.,NA,"CH4, CO2, N20",NA,3385485,NA,2309783,NA,13889,NA,NA,NA,NA,NA,Decreased,"Other, please specify: The effect of greenhouse gas reduction policies such as green mobility, eco-friendly construction, energy conversion, and waste reduction, and external factors such as climate conditions, population reduction, and oil price changes",121.09,1221095,2020,POINT (126.805 37.17),10/4/2021 9:23
2021,831431,Cornwall Council,,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Yes,2017-04-01 - 2018-03-31,Province / County,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, HFCs, N20, PFCs, SF6",NA,3010596,NA,605418,NA,120046,NA,NA,NA,NA,NA,Decreased,"Other, please specify:  A decrease in the national grid electricity emission factor is significant in this reduction.",3563,569578,2019,,10/4/2021 9:23
2021,850424,Prefeitura de Itapo??,,Brazil,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,256.1,14763,2010,,10/4/2021 9:23
2021,54305,Rajkot Municipal Corporation,,India,South and West Asia,NA,public,Yes,2019-04-01 - 2020-03-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,1124178,NA,1475520,NA,NA,NA,NA,NA,NA,NA,Increased,Increased energy/electricity consumption,129.21,1797530,2020,,10/4/2021 9:23
2021,59669,"City of North Vancouver, BC",North Vancouver,Canada,North America,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify: ICLEI Partners for Climate Protection",Canadian Supplement to the International Emissions Analysis Protocol.,NA,"CH4, CO2",NA,235040,NA,16486,NA,2744,NA,NA,NA,NA,NA,Increased,Population increase,11.8,52898,2016,POINT (-123.072 49.32),10/4/2021 9:23
2021,840178,Michuhol-gu Municipal Government of Incheon,,Republic of Korea,East Asia,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,24.84,425436,2019,,10/4/2021 9:23
2021,54681,Prefeitura Municipal de Ara??atuba,Ara??atuba,Brazil,Latin America,NA,public,In progress,-,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1167126,195874,2019,POINT (-50.4328 -21.2089),10/4/2021 9:23
2021,54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,NA,public,Yes,2017-01-01 - 2017-12-31,"Other, please specify: Region",Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Iskandar Malaysia was the first in Malaysia to adopt the GPC for Community-Scale Greenhouse Gas Emission Inventories (GPC).  We have used the GPC to determine the GHG emissions  from 2015-2017 and will continue to  use GPC.,NA,"CH4, CO2, N20",10833169,9023926,NA,7176564,NA,50996,NA,NA,NA,NA,NA,Increased,"Other, please specify: Increased GDP",2217,2090000,2017,POINT (100.992 1.45556),10/4/2021 9:23
2021,55159,City of Iwanuma,Iwanuma-shi,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,74463,"Village of Park Forest, IL",,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,69952,48089,66988,NA,NA,Stayed the same,"Other, please specify: Better data collection",12.85,21429,2019,,10/4/2021 9:23
2021,859056,Kutchan Town,,Japan,East Asia,NA,public,Yes,2004-04-01 - 2005-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,59667,"City of Port Coquitlam, BC",,Canada,North America,NA,public,In progress,2020-01-01 - 2020-12-31,City / Municipality,Same- covers entire city and nothing else,,,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,29.17,58612,2016,,10/4/2021 9:23
2021,834352,Suita City,,Japan,East Asia,NA,public,Yes,2017-04-01 - 2018-03-31,Special city,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,,36.09,376944,2021,,10/4/2021 9:23
2021,35867,Region Metropolitana de Guadalajara,Guadalajara,Mexico,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,Metropolitan area,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Inventario nivel B??sico,NA,"CH4, CO2, N20",NA,16679794,NA,4405890,NA,660884,NA,NA,NA,NA,NA,Increased,Change in accounting methodology,3265.46,5243392,2020,POINT (-103.35 20.6597),10/4/2021 9:23
2021,832500,Darlington Borough Council,,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Not intending to undertake,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,197.47,107945,2016,,10/4/2021 9:23
2021,73758,Mataram City,,Indonesia,Southeast Asia and Oceania,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,60.09,495681,2020,,10/4/2021 9:23
2021,35865,Municipality of Fortaleza,Fortaleza,Brazil,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"O Invent??rio foi elaborado a partir da ferramenta CIRIS na qual, de acordo com o grupo C40 de Grandes Cidades para Lideran??a do Clima, o Sistema de Informa???ëes e Relat??rios de Invent??rio da Cidade (CIRIS) ?? uma ferramenta acess??vel e de f??cil uso baseada em planilha Excel que permite gerenciar, calcular e relatar dados que ir??o compor o invent??rio de emiss?ëes de GEE da cidade. O CIRIS fornece uma forma sistem??tica e modelada para as cidades inserirem informa???ëes e us??-las para uma variedade de processos. Essa ferramenta tem por base o Protocolo Global para Invent??rios de Emiss?ëes de Gases de Efeito Estufa em Escala Comunit??ria (GPC) e facilita a realiza????o de c??lculos transparentes e a elabora????o de relat??rios de emiss?ëes para os setores do protocolo.",NA,"CH4, CO2, HFCs, N20",NA,3397062,NA,423104,NA,702882,NA,NA,NA,NA,NA,Decreased,Change in accounting methodology,313,2686612,2020,POINT (-48.3936 -10.7183),10/4/2021 9:23
2021,31148,City of Amsterdam,Amsterdam,Netherlands,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),methodes excludes LULUCF,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: greater share of renewable energy and reduced energy consumption per capita",219,872497,2021,POINT (4.89516 52.3702),10/4/2021 9:23
2021,59532,"City of Hoboken, NJ",,United States of America,North America,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify: BASIC or BASIC+","GHG emissions are calculated applying the appropriate methodologies from:ü?? WRI/ICLEI Global Protocol for Community-Scale Greenhouse Gas Emission Inventories(GPC), Version 1, 2014.In addition, GHG emissions are calculated using emission factors (EF) sourced from:ü?? US EPA Center for Corporate Climate Leadership - Emission Factors for GreenhouseGas Inventories- March 9, 2018;ü?? US EPA Emissions & Generation Resource Integrated Database - eGRID2016;ü?? Fifth Assessment Report of the Intergovernmental Panel on Climate Change - IPCCAR5.",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,270041,136958,38314,NA,NA,This is our first year of calculation,"Other, please specify: Baseline was 2017",1.26,55754,2020,,10/4/2021 9:23
2021,73879,Roskilde,Roskilde,Denmark,Europe,NA,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Technological change,212,87542,2019,POINT (12.0878 55.6419),10/4/2021 9:23
2021,60400,Municipalidad de Temuco,,Chile,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,464,282415,2017,,10/4/2021 9:23
2021,73252,Pemba Municipality,Pemba,Mozambique,Africa,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,194,221316,2017,POINT (40.5178 -12.9732),10/4/2021 9:23
2021,52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,181.86,657013,2019,POINT (-37.0731 -10.9472),10/4/2021 9:23
2021,10495,"City of Las Vegas, NV",Las Vegas,United States of America,North America,NA,public,In progress,2019-01-01 - 2019-12-31,City / Municipality,Larger- covers the whole city and adjoining areas,City specific methodology,"Community data was collected from local utilities (NV Energy and Southwest Gas), the Nevada Department of Transportation's Annual VMT Report for Clark County, the Regional Transportation Commission of Southern Nevada, and the Nevada Department of Environmental Protection.",NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,351.979,675971,2020,POINT (-115.14 36.1699),10/4/2021 9:23
2021,55161,City of Iida,Iida-shi,Japan,East Asia,NA,public,Yes,2018-04-01 - 2019-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,658.66,98795,2021,,10/4/2021 9:23
2021,43908,"City of Milwaukee, WI",Milwaukee,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",347356,4894554,346802,NA,533.7,NA,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",97,590157,2019,POINT (-87.9065 43.0389),10/4/2021 9:23
2021,35860,"City of Dallas, TX",Dallas,United States of America,North America,NA,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Clear Path from ICLEI was the primary tool used to develop the inventory.  This is consistent with the GPC.,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Decreased emissions from electricity generation.  Also lower emissions from transportation",997,1345047,2018,POINT (-96.8004 32.7801),10/4/2021 9:23
2021,32480,City of Adelaide,Adelaide,Australia,Southeast Asia and Oceania,NA,public,Yes,2019-07-01 - 2020-06-30,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),FY 2019/20 city-wide GHG inventory is  the latest available GHG inventory.,NA,"CH4, CO2, N20",NA,217247,NA,289893,NA,479021,NA,NA,NA,NA,NA,Increased,Improved data accuracy,16,29889,2020,POINT (138.601 -34.9285),10/4/2021 9:23
2021,832000,Municipalidad de Desamparados,,Costa Rica,Latin America,NA,public,Yes,2017-01-31 - 2018-01-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,"La metodolog??a pa??s escala comunitaria,  se denomina el  Programa Pa??s Carbono Neutralidad, categor??a Cantonal.  Esta basada en el protocolo GPC. ver https://cambioclim??tico.go.cr/metas/descabonizaci??n",NA,"CH4, CO2, N20",NA,139943.52,11898.85,NA,NA,NA,NA,NA,NA,NA,NA,Stayed the same,No new inventory to report,118.26,300000,2021,,10/4/2021 9:23
2021,54345,City Government of Davao,Davao,Philippines,Southeast Asia and Oceania,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify: Intergovernmental Panel on Climate Change",PCCC Format dervied from the IPCC,NA,CO2,NA,NA,NA,NA,NA,NA,4091374.28,616999.47,0,NA,NA,This is our first year of calculation,"Other, please specify: Data and other sources are unavailable",2440,1776949,2020,POINT (125.625 7.07475),10/4/2021 9:23
2021,840201,"City of Columbus, IN",Columbus,United States of America,North America,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,74.7,48046,2019,POINT (-85.9111 39.214),10/4/2021 9:23
2021,54096,"City of Saint John, NB",Saint John,Canada,North America,NA,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,The partners for climate protection (PCP) program is a partnership between the Federation of Canadian Municipalities (FCM) and ICLEI - Local Governments for Sustainability.,NA,CO2,NA,NA,NA,NA,NA,NA,382391,0,268515,NA,NA,Decreased,Emissions reduction actions not implemented,315.5,70785,2017,,10/4/2021 9:23
2021,13113,Newcastle City Council,Newcastle upon Tyne,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",939.11,1233920.66,0,347368.55,163.27,302910.92,NA,NA,NA,NA,NA,Increased,Change in accounting methodology,115,300820,2019,,10/4/2021 9:23
2021,54706,Prefeitura Municipal de Boa Vista,Boa Vista,Brazil,Latin America,NA,public,In progress,2020-01-01 - 2020-12-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5687036,576568,2018,POINT (-60.6779 2.83067),10/4/2021 9:23
2021,63615,Hiller??d Kommune,Hiller??d,Denmark,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify","Primarily, it is based upon the international standard, Global Protocol for Community-scale GHGEmissions Inventories, published by the World Resources Institute, C40 Cities and ICLEI (Local Governments for Sustainability).",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",0,154156,NA,116587,NA,51350,NA,NA,NA,NA,NA,,,214,51183,2020,POINT (12.2349 55.931),10/4/2021 9:23
2021,54395,Taoyuan City Government,Taoyuan,"Taiwan, Greater China",East Asia,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify","Taoyuan Cityü??s GHG inventory is based on the ü??Guidelines for City Level Greenhouse Gas Inventoriesü?ù (2017.4 Edition) published by the EPA of Executive Yuan. The guidelines are based on the international standards ISO14064, IEAP and GPC,",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,16336653.58,NA,15476793.71,NA,7315922.33,NA,NA,NA,NA,NA,Decreased,Change in available data,1183.09,2220872,2018,POINT (121.301 24.9931),10/4/2021 9:23
2021,10894,"City of Los Angeles, CA",Los Angeles,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, HFCs, N20, PFCs",1329146,18683071,NA,7636620,NA,27315349,NA,NA,NA,NA,NA,Increased,"Other, please specify: Expanded reporting from BASIC to BASIC+",1215,4021488,2018,POINT (-118.244 34.0522),10/4/2021 9:23
2021,49359,City of Harare,Harare,Zimbabwe,Africa,NA,public,Intending to undertake in the next 2 years,,Metropolitan area,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,960.6,1836552,2019,POINT (30.9328 -17.8284),10/4/2021 9:23
2021,859053,City of Noboribetsu,,Japan,East Asia,NA,public,Yes,2016-04-01 - 2017-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,848122,Alajuela,,Costa Rica,Latin America,NA,public,In progress,2021-08-03 - 2022-08-01,City / Municipality,Smaller- covers only part of the city,International Standard for Determining Greenhouse Gas Emissions for Cities (UNEP and World Bank),Es la herramienta que utiliza la autoridad reguladora Nacional .,NA,"CH4, CO2, HFCs, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,388.43,297879,2016,,10/4/2021 9:23
2021,35993,Singapore Government,Singapore,Singapore,Southeast Asia and Oceania,NA,public,Yes,2018-01-01 - 2018-12-31,Sovereign city-state,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"We have also used the IPCC Good Practice Guidance and Uncertainty Management in National GHG Inventories, and 2013 Supplement to the 2006 IPCC Guidelines for National GHG Inventories: Wetlands.",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,52177760,0,0,NA,NA,Increased,Population increase,724.2,5685807,2020,POINT (103.82 1.35208),10/4/2021 9:23
2021,60351,Prefeitura de Sobral,,Brazil,Latin America,NA,public,Intending to undertake in the next 2 years,,Local government area within a greater city / metropolitan area,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,210711,2020,,10/4/2021 9:23
2021,50354,Alcald??a de Tegucigalpa,Tegucigalpa,Honduras,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger- covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Gu??as IPCC 2006,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,Population increase,1515,1293611,2021,POINT (-87.2044 14.1051),10/4/2021 9:23
2021,59605,"City of Colton, CA",,United States of America,North America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,16,54000,2020,,10/4/2021 9:23
2021,54364,City of Kuala Lumpur,Kuala Lumpur,Malaysia,Southeast Asia and Oceania,NA,public,In progress,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The KL Low Carbon Society Blueprint  is using the GHG modelling based on the internationally recognized Asia Pacific Integrated model AIM. GHG emissions modelling includes energy (extended snapshot tools), waste (solid waste model) and carbon storage & sequestration (carbon sink model).This previous GHG emission modelling was based on the Asia Pacific Integrated Model (AIM) which quantifies the 2010 base year GHG emissions for Kuala Lumpur and further develops its Business as Usual (BaU) and counter measure (CM) scenarios for 2020 and 2030.The KLCAP2050 developed a GPC-compliant BASIC level GHG Emissions Inventory for Kuala Lumpur using the base year of 2017. The data contained in this form is based on this 2017 inventory results.",NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,243,1790000,2018,POINT (101.687 3.139),10/4/2021 9:23
